"School Year","Division Number","Division Name","School Number","School Name","Subject","Test Source","Pass Rate"
"2018-2019","78","Rappahannock County","230","Rappahannock County High","Mathematics","SOL","87.65"
"2018-2019","123","Richmond City","30","Albert Hill Middle","Mathematics","SOL","69.41"
"2018-2019","123","Richmond City","750","Amelia Street Special Education","Mathematics","SOL","40"
"2018-2019","123","Richmond City","850","Armstrong High","Mathematics","SOL","50.00"
"2018-2019","123","Richmond City","390","Barack Obama Elementary","Mathematics","SOL","77.94"
"2018-2019","123","Richmond City","100","Bellevue Elementary","Mathematics","SOL","63.54"
"2018-2019","123","Richmond City","50","Binford Middle","Mathematics","SOL","56.72"
"2018-2019","123","Richmond City","170","Blackwell Elementary","Mathematics","SOL","40.53"
"2018-2019","123","Richmond City","1100","Broad Rock Elementary","Mathematics","SOL","69.04"
"2018-2019","123","Richmond City","830","Chimborazo Elementary","Mathematics","SOL","58.64"
"2018-2019","123","Richmond City","1440","E.S.H. Greene Elementary","Mathematics","SOL","49.53"
"2018-2019","123","Richmond City","1400","Elizabeth D. Redd Elementary","Mathematics","SOL","77.04"
"2018-2019","123","Richmond City","1631","Elkhardt Thompson Middle","Mathematics","SOL","38.57"
"2018-2019","123","Richmond City","710","Fairfield Court Elementary","Mathematics","SOL","26.60"
"2018-2019","123","Richmond City","621","Franklin Military Academy","Mathematics","SOL","85.29"
"2018-2019","123","Richmond City","1470","G.H. Reid Elementary","Mathematics","SOL","68.85"
"2018-2019","123","Richmond City","290","George Mason Elementary","Mathematics","SOL","62.46"
"2018-2019","123","Richmond City","311","George W. Carver Elementary","Mathematics","SOL","30.10"
"2018-2019","123","Richmond City","741","George Wythe High","Mathematics","SOL","30.94"
"2018-2019","123","Richmond City","230","Ginter Park Elementary","Mathematics","SOL","64.49"
"2018-2019","123","Richmond City","470","Henderson Middle","Mathematics","SOL","34.08"
"2018-2019","123","Richmond City","1510","Huguenot High","Mathematics","SOL","63.03"
"2018-2019","123","Richmond City","1640","J.B. Fisher Elementary","Mathematics","SOL","69.63"
"2018-2019","123","Richmond City","1710","J.L. Francis Elementary","Mathematics","SOL","73.33"
"2018-2019","123","Richmond City","600","John B. Cary Elementary","Mathematics","SOL","85.51"
"2018-2019","123","Richmond City","730","John Marshall High","Mathematics","SOL","46.46"
"2018-2019","123","Richmond City","3106","Linwood Holton Elementary","Mathematics","SOL","76.89"
"2018-2019","123","Richmond City","3105","Lucille M. Brown Middle","Mathematics","SOL","52.04"
"2018-2019","123","Richmond City","770","Martin Luther King Jr. Middle","Mathematics","SOL","25.50"
"2018-2019","123","Richmond City","580","Mary Munford Elementary","Mathematics","SOL","90.52"
"2018-2019","123","Richmond City","3107","Miles Jones Elementary","Mathematics","SOL","58.44"
"2018-2019","123","Richmond City","330","Oak Grove/Bellemeade Elementary","Mathematics","SOL","55.87"
"2018-2019","123","Richmond City","90","Open High","Mathematics","SOL","96.05"
"2018-2019","123","Richmond City","130","Overby-Sheppard Elementary","Mathematics","SOL","60.11"
"2018-2019","123","Richmond City","3119","Patrick Henry School Of Science And Arts","Mathematics","SOL","76.87"
"2018-2019","123","Richmond City","3110","Richmond Alternative School","Mathematics","SOL","65.21"
"2018-2019","123","Richmond City","452","Richmond Community High","Mathematics","SOL","93.70"
"2018-2019","123","Richmond City","1480","Southampton Elementary","Mathematics","SOL","62.50"
"2018-2019","123","Richmond City","210","Swansboro Elementary","Mathematics","SOL","53.04"
"2018-2019","123","Richmond City","480","Thomas C. Boushall Middle","Mathematics","SOL","27.05"
"2018-2019","123","Richmond City","20","Thomas Jefferson High","Mathematics","SOL","53.33"
"2018-2019","123","Richmond City","660","Westover Hills Elementary","Mathematics","SOL","57.63"
"2018-2019","123","Richmond City","200","William Fox Elementary","Mathematics","SOL","86.44"
"2018-2019","123","Richmond City","650","Woodville Elementary","Mathematics","SOL","46.60"
"2018-2019","79","Richmond County","210","Rappahannock High","Mathematics","SOL","83.07"
"2018-2019","79","Richmond County","20","Richmond County Elementary","Mathematics","SOL","86.38"
"2018-2019","124","Roanoke City","280","Addison Aerospace Magnet Middle","Mathematics","SOL","61.80"
"2018-2019","124","Roanoke City","210","Breckinridge Middle","Mathematics","SOL","68.01"
"2018-2019","124","Roanoke City","20","Crystal Spring Elementary","Mathematics","SOL","98.11"
"2018-2019","124","Roanoke City","410","Fairview Elementary","Mathematics","SOL","75.74"
"2018-2019","124","Roanoke City","50","Fallon Park Elementary","Mathematics","SOL","78.97"
"2018-2019","124","Roanoke City","380","Fishburn Park Elementary","Mathematics","SOL","76.03"
"2018-2019","124","Roanoke City","300","Garden City Elementary","Mathematics","SOL","80.73"
"2018-2019","124","Roanoke City","310","Grandin Court Elementary","Mathematics","SOL","96.77"
"2018-2019","124","Roanoke City","110","Highland Park Elementary","Mathematics","SOL","86.44"
"2018-2019","124","Roanoke City","420","Hurt Park Elementary","Mathematics","SOL","73.72"
"2018-2019","124","Roanoke City","450","James Madison Middle","Mathematics","SOL","77.44"
"2018-2019","124","Roanoke City","230","John P. Fishwick Middle","Mathematics","SOL","77.37"
"2018-2019","124","Roanoke City","340","Lincoln Terrace Elementary","Mathematics","SOL","65.67"
"2018-2019","124","Roanoke City","370","Monterey Elementary","Mathematics","SOL","82.13"
"2018-2019","124","Roanoke City","60","Morningside Elementary","Mathematics","SOL","78.15"
"2018-2019","124","Roanoke City","390","Patrick Henry High","Mathematics","SOL","81.64"
"2018-2019","124","Roanoke City","240","Preston Park Elementary","Mathematics","SOL","79.91"
"2018-2019","124","Roanoke City","220","Roanoke Academy For Mathematics & Science Elementary","Mathematics","SOL","79.75"
"2018-2019","124","Roanoke City","320","Round Hill Elementary","Mathematics","SOL","82.22"
"2018-2019","124","Roanoke City","70","Virginia Heights Elementary","Mathematics","SOL","88.74"
"2018-2019","124","Roanoke City","90","Wasena Elementary","Mathematics","SOL","86.90"
"2018-2019","124","Roanoke City","350","Westside Elementary","Mathematics","SOL","63.64"
"2018-2019","124","Roanoke City","400","William Fleming High","Mathematics","SOL","89.04"
"2018-2019","124","Roanoke City","150","Woodrow Wilson Middle","Mathematics","SOL","82.75"
"2018-2019","80","Roanoke County","420","Back Creek Elementary","Mathematics","SOL","89.54"
"2018-2019","80","Roanoke County","752","Bonsack Elementary","Mathematics","SOL","94.38"
"2018-2019","80","Roanoke County","180","Burlington Elementary","Mathematics","SOL","81.94"
"2018-2019","80","Roanoke County","560","Cave Spring Elementary","Mathematics","SOL","92.52"
"2018-2019","80","Roanoke County","470","Cave Spring High","Mathematics","SOL","91.49"
"2018-2019","80","Roanoke County","620","Cave Spring Middle","Mathematics","SOL","95.69"
"2018-2019","80","Roanoke County","330","Clearbrook Elementary","Mathematics","SOL","88.41"
"2018-2019","80","Roanoke County","40","Fort Lewis Elementary","Mathematics","SOL","88.10"
"2018-2019","80","Roanoke County","650","Glen Cove Elementary","Mathematics","SOL","88.31"
"2018-2019","80","Roanoke County","490","Glenvar Elementary","Mathematics","SOL","85.03"
"2018-2019","80","Roanoke County","610","Glenvar High","Mathematics","SOL","91.09"
"2018-2019","80","Roanoke County","751","Glenvar Middle","Mathematics","SOL","88.30"
"2018-2019","80","Roanoke County","600","Green Valley Elementary","Mathematics","SOL","88.14"
"2018-2019","80","Roanoke County","540","Herman L. Horn Elementary","Mathematics","SOL","78.13"
"2018-2019","80","Roanoke County","754","Hidden Valley High","Mathematics","SOL","96.64"
"2018-2019","80","Roanoke County","10","Hidden Valley Middle","Mathematics","SOL","94.26"
"2018-2019","80","Roanoke County","530","Mason's Cove Elementary","Mathematics","SOL","90.11"
"2018-2019","80","Roanoke County","290","Mount Pleasant Elementary","Mathematics","SOL","82.42"
"2018-2019","80","Roanoke County","500","Mountain View Elementary","Mathematics","SOL","89.22"
"2018-2019","80","Roanoke County","520","Northside High","Mathematics","SOL","88.76"
"2018-2019","80","Roanoke County","640","Northside Middle","Mathematics","SOL","86.17"
"2018-2019","80","Roanoke County","480","Oak Grove Elementary","Mathematics","SOL","90.50"
"2018-2019","80","Roanoke County","50","Penn Forest Elementary","Mathematics","SOL","92.67"
"2018-2019","80","Roanoke County","60","W.E. Cundiff Elementary","Mathematics","SOL","91.70"
"2018-2019","80","Roanoke County","630","William Byrd High","Mathematics","SOL","87.47"
"2018-2019","80","Roanoke County","232","William Byrd Middle","Mathematics","SOL","88.58"
"2018-2019","81","Rockbridge County","650","Central Elementary","Mathematics","SOL","86.88"
"2018-2019","81","Rockbridge County","150","Fairfield Elementary","Mathematics","SOL","87.70"
"2018-2019","81","Rockbridge County","678","Maury River Middle School","Mathematics","SOL","77.14"
"2018-2019","81","Rockbridge County","340","Mountain View Elementary","Mathematics","SOL","96.30"
"2018-2019","81","Rockbridge County","641","Natural Bridge Elementary","Mathematics","SOL","91.45"
"2018-2019","81","Rockbridge County","22","Rockbridge County High","Mathematics","SOL","84.71"
"2018-2019","82","Rockingham County","870","Broadway High","Mathematics","SOL","94.29"
"2018-2019","82","Rockingham County","861","Cub Run Elementary","Mathematics","SOL","72.82"
"2018-2019","82","Rockingham County","391","East Rockingham High","Mathematics","SOL","89.29"
"2018-2019","82","Rockingham County","400","Elkton Elementary","Mathematics","SOL","80.81"
"2018-2019","82","Rockingham County","900","Elkton Middle","Mathematics","SOL","86.21"
"2018-2019","82","Rockingham County","940","Fulks Run Elementary","Mathematics","SOL","62.67"
"2018-2019","82","Rockingham County","960","J. Frank Hillyard Middle","Mathematics","SOL","78.12"
"2018-2019","82","Rockingham County","1071","John C. Myers Elementary","Mathematics","SOL","61.84"
"2018-2019","82","Rockingham County","970","John W. Wayland Elementary","Mathematics","SOL","82.42"
"2018-2019","82","Rockingham County","500","Lacey Spring Elementary","Mathematics","SOL","69.79"
"2018-2019","82","Rockingham County","360","Linville-Edom Elementary","Mathematics","SOL","86.17"
"2018-2019","82","Rockingham County","600","McGaheysville Elementary","Mathematics","SOL","82.31"
"2018-2019","82","Rockingham County","860","Montevideo Middle","Mathematics","SOL","87.88"
"2018-2019","82","Rockingham County","520","Mountain View Elementary","Mathematics","SOL","66.52"
"2018-2019","82","Rockingham County","920","Ottobine Elementary","Mathematics","SOL","75.00"
"2018-2019","82","Rockingham County","1073","Peak View Elementary","Mathematics","SOL","86.22"
"2018-2019","82","Rockingham County","10","Plains Elementary","Mathematics","SOL","67.37"
"2018-2019","82","Rockingham County","950","Pleasant Valley Elementary","Mathematics","SOL","81.31"
"2018-2019","82","Rockingham County","390","River Bend Elementary","Mathematics","SOL","78.16"
"2018-2019","82","Rockingham County","830","South River Elementary","Mathematics","SOL","85.00"
"2018-2019","82","Rockingham County","20","Spotswood High","Mathematics","SOL","92.28"
"2018-2019","82","Rockingham County","850","Turner Ashby High","Mathematics","SOL","92.09"
"2018-2019","82","Rockingham County","890","Wilbur S. Pence Middle","Mathematics","SOL","80.79"
"2018-2019","83","Russell County","580","Belfast Elementary","Mathematics","SOL","100.00"
"2018-2019","83","Russell County","792","Castlewood Elementary","Mathematics","SOL","89.93"
"2018-2019","83","Russell County","791","Castlewood High","Mathematics","SOL","87.23"
"2018-2019","83","Russell County","890","Honaker Elementary","Mathematics","SOL","98.56"
"2018-2019","83","Russell County","540","Honaker High","Mathematics","SOL","87.86"
"2018-2019","83","Russell County","410","Lebanon Elementary","Mathematics","SOL","90.09"
"2018-2019","83","Russell County","140","Lebanon High","Mathematics","SOL","82.10"
"2018-2019","83","Russell County","902","Lebanon Middle","Mathematics","SOL","88.24"
"2018-2019","83","Russell County","710","Swords Creek Elementary","Mathematics","SOL","91.01"
"2018-2019","139","Salem City","100","Andrew Lewis Middle","Mathematics","SOL","79.50"
"2018-2019","139","Salem City","550","East Salem Elementary","Mathematics","SOL","79.81"
"2018-2019","139","Salem City","90","G.W. Carver Elementary","Mathematics","SOL","88.61"
"2018-2019","139","Salem City","70","Salem High","Mathematics","SOL","81.93"
"2018-2019","139","Salem City","580","South Salem Elementary","Mathematics","SOL","91.67"
"2018-2019","139","Salem City","460","West Salem Elementary","Mathematics","SOL","85.78"
"2018-2019","84","Scott County","750","Duffield-Pattonsville Primary","Mathematics","SOL","89.74"
"2018-2019","84","Scott County","42","Dungannon Intermediate","Mathematics","SOL","85.25"
"2018-2019","84","Scott County","102","Fort Blackmore Primary","Mathematics","SOL","82.35"
"2018-2019","84","Scott County","770","Gate City High","Mathematics","SOL","95.11"
"2018-2019","84","Scott County","771","Gate City Middle","Mathematics","SOL","90.25"
"2018-2019","84","Scott County","670","Hilton Elementary","Mathematics","SOL","98.61"
"2018-2019","84","Scott County","220","Nickelsville Elementary","Mathematics","SOL","87.59"
"2018-2019","84","Scott County","260","Rye Cove High","Mathematics","SOL","88.64"
"2018-2019","84","Scott County","20","Rye Cove Intermediate","Mathematics","SOL","88.82"
"2018-2019","84","Scott County","641","Shoemaker Elementary","Mathematics","SOL","90.24"
"2018-2019","84","Scott County","780","Twin Springs High","Mathematics","SOL","94.89"
"2018-2019","84","Scott County","740","Weber City Elementary","Mathematics","SOL","96.28"
"2018-2019","84","Scott County","790","Yuma Elementary","Mathematics","SOL","94.38"
"2018-2019","85","Shenandoah County","820","Ashby Lee Elementary","Mathematics","SOL","81.45"
"2018-2019","85","Shenandoah County","780","Central High","Mathematics","SOL","80.99"
"2018-2019","85","Shenandoah County","40","North Fork Middle","Mathematics","SOL","67.04"
"2018-2019","85","Shenandoah County","30","Peter Muhlenberg Middle","Mathematics","SOL","74.02"
"2018-2019","85","Shenandoah County","810","Sandy Hook Elementary","Mathematics","SOL","74.45"
"2018-2019","85","Shenandoah County","50","Signal Knob Middle","Mathematics","SOL","76.96"
"2018-2019","85","Shenandoah County","790","Stonewall Jackson High","Mathematics","SOL","76.99"
"2018-2019","85","Shenandoah County","770","Strasburg High","Mathematics","SOL","84.30"
"2018-2019","85","Shenandoah County","20","W.W. Robinson Elementary","Mathematics","SOL","71.20"
"2018-2019","86","Smyth County","290","Atkins Elementary","Mathematics","SOL","88.31"
"2018-2019","86","Smyth County","730","Chilhowie Elementary","Mathematics","SOL","71.06"
"2018-2019","86","Smyth County","460","Chilhowie High","Mathematics","SOL","87.94"
"2018-2019","86","Smyth County","851","Chilhowie Middle","Mathematics","SOL","94.30"
"2018-2019","86","Smyth County","710","Marion Elementary","Mathematics","SOL","85.06"
"2018-2019","86","Smyth County","680","Marion Middle","Mathematics","SOL","83.33"
"2018-2019","86","Smyth County","700","Marion Senior High","Mathematics","SOL","80.81"
"2018-2019","86","Smyth County","250","Northwood High","Mathematics","SOL","90.59"
"2018-2019","86","Smyth County","120","Northwood Middle","Mathematics","SOL","89.95"
"2018-2019","86","Smyth County","690","Oak Point Elementary","Mathematics","SOL","74.73"
"2018-2019","86","Smyth County","720","Rich Valley Elementary","Mathematics","SOL","93.85"
"2018-2019","86","Smyth County","740","Saltville Elementary","Mathematics","SOL","87.78"
"2018-2019","86","Smyth County","555","Sugar Grove Elementary","Mathematics","SOL","82.22"
"2018-2019","87","Southampton County","710","Capron Elementary","Mathematics","SOL","88.12"
"2018-2019","87","Southampton County","20","Meherrin Elementary","Mathematics","SOL","75.64"
"2018-2019","87","Southampton County","10","Nottoway Elementary","Mathematics","SOL","94.29"
"2018-2019","87","Southampton County","780","Riverdale Elementary","Mathematics","SOL","85.25"
"2018-2019","87","Southampton County","690","Southampton High","Mathematics","SOL","91.63"
"2018-2019","87","Southampton County","700","Southampton Middle","Mathematics","SOL","80.54"
"2018-2019","88","Spotsylvania County","10","Battlefield Elementary","Mathematics","SOL","89.39"
"2018-2019","88","Spotsylvania County","50","Battlefield Middle","Mathematics","SOL","76.90"
"2018-2019","88","Spotsylvania County","340","Berkeley Elementary","Mathematics","SOL","83.97"
"2018-2019","88","Spotsylvania County","400","Brock Road Elementary","Mathematics","SOL","87.22"
"2018-2019","88","Spotsylvania County","511","Cedar Forest Elementary","Mathematics","SOL","72.21"
"2018-2019","88","Spotsylvania County","40","Chancellor Elementary","Mathematics","SOL","91.21"
"2018-2019","88","Spotsylvania County","381","Chancellor High","Mathematics","SOL","68.79"
"2018-2019","88","Spotsylvania County","382","Chancellor Middle","Mathematics","SOL","75.69"
"2018-2019","88","Spotsylvania County","501","Courthouse Road Elementary","Mathematics","SOL","84.34"
"2018-2019","88","Spotsylvania County","22","Courtland Elementary","Mathematics","SOL","84.86"
"2018-2019","88","Spotsylvania County","20","Courtland High","Mathematics","SOL","77.89"
"2018-2019","88","Spotsylvania County","509","Freedom Middle","Mathematics","SOL","87.91"
"2018-2019","88","Spotsylvania County","507","Harrison Road Elementary","Mathematics","SOL","68.93"
"2018-2019","88","Spotsylvania County","30","Lee Hill Elementary","Mathematics","SOL","79.51"
"2018-2019","88","Spotsylvania County","350","Livingston Elementary","Mathematics","SOL","88.66"
"2018-2019","88","Spotsylvania County","506","Massaponax High","Mathematics","SOL","74.44"
"2018-2019","88","Spotsylvania County","505","Ni River Middle","Mathematics","SOL","83.17"
"2018-2019","88","Spotsylvania County","508","Parkside Elementary","Mathematics","SOL","83.37"
"2018-2019","88","Spotsylvania County","220","Post Oak Middle","Mathematics","SOL","75.82"
"2018-2019","88","Spotsylvania County","510","Riverbend High","Mathematics","SOL","83.69"
"2018-2019","88","Spotsylvania County","503","Riverview Elementary","Mathematics","SOL","92.31"
"2018-2019","88","Spotsylvania County","130","Robert E. Lee Elementary","Mathematics","SOL","83.08"
"2018-2019","88","Spotsylvania County","60","Salem Elementary","Mathematics","SOL","81.76"
"2018-2019","88","Spotsylvania County","390","Smith Station Elementary","Mathematics","SOL","91.03"
"2018-2019","88","Spotsylvania County","360","Spotswood Elementary","Mathematics","SOL","67.42"
"2018-2019","88","Spotsylvania County","370","Spotsylvania High","Mathematics","SOL","72.13"
"2018-2019","88","Spotsylvania County","330","Spotsylvania Middle","Mathematics","SOL","78.30"
"2018-2019","88","Spotsylvania County","502","Thornburg Middle","Mathematics","SOL","65.42"
"2018-2019","88","Spotsylvania County","504","Wilderness Elementary","Mathematics","SOL","81.59"
"2018-2019","89","Stafford County","40","Andrew G. Wright Middle","Mathematics","SOL","90.32"
"2018-2019","89","Stafford County","260","Anne E. Moncure Elementary","Mathematics","SOL","83.29"
"2018-2019","89","Stafford County","433","Anthony Burns Elementary","Mathematics","SOL","77.95"
"2018-2019","89","Stafford County","421","Brooke Point High","Mathematics","SOL","80.75"
"2018-2019","89","Stafford County","424","Colonial Forge High","Mathematics","SOL","91.23"
"2018-2019","89","Stafford County","431","Conway Elementary","Mathematics","SOL","83.80"
"2018-2019","89","Stafford County","432","Donald B. Dixon-Lyle R. Smith Middle","Mathematics","SOL","87.21"
"2018-2019","89","Stafford County","10","Edward E. Drew Jr. Middle","Mathematics","SOL","77.89"
"2018-2019","89","Stafford County","280","Falmouth Elementary","Mathematics","SOL","81.82"
"2018-2019","89","Stafford County","230","Ferry Farm Elementary","Mathematics","SOL","91.80"
"2018-2019","89","Stafford County","41","Garrisonville Elementary","Mathematics","SOL","84.75"
"2018-2019","89","Stafford County","270","Grafton Village Elementary","Mathematics","SOL","85.50"
"2018-2019","89","Stafford County","422","H.H. Poole Middle","Mathematics","SOL","84.90"
"2018-2019","89","Stafford County","320","Hampton Oaks Elementary","Mathematics","SOL","79.51"
"2018-2019","89","Stafford County","250","Hartwood Elementary","Mathematics","SOL","83.45"
"2018-2019","89","Stafford County","427","Kate Waller Barrett Elementary","Mathematics","SOL","85.57"
"2018-2019","89","Stafford County","429","Margaret Brent Elementary","Mathematics","SOL","92.26"
"2018-2019","89","Stafford County","430","Mountain View High","Mathematics","SOL","85.26"
"2018-2019","89","Stafford County","30","North Stafford High","Mathematics","SOL","86.17"
"2018-2019","89","Stafford County","300","Park Ridge Elementary","Mathematics","SOL","77.62"
"2018-2019","89","Stafford County","60","Rockhill Elementary","Mathematics","SOL","87.10"
"2018-2019","89","Stafford County","425","Rocky Run Elementary","Mathematics","SOL","82.90"
"2018-2019","89","Stafford County","426","Rodney E. Thompson Middle","Mathematics","SOL","92.93"
"2018-2019","89","Stafford County","440","Shirley C. Heim Middle","Mathematics","SOL","82.33"
"2018-2019","89","Stafford County","111","Stafford Elementary","Mathematics","SOL","82.93"
"2018-2019","89","Stafford County","112","Stafford Middle","Mathematics","SOL","72.35"
"2018-2019","89","Stafford County","20","Stafford Senior High","Mathematics","SOL","77.55"
"2018-2019","89","Stafford County","162","T. Benton Gayle Middle","Mathematics","SOL","80.76"
"2018-2019","89","Stafford County","50","Widewater Elementary","Mathematics","SOL","75.75"
"2018-2019","89","Stafford County","423","Winding Creek Elementary","Mathematics","SOL","90.15"
"2018-2019","126","Staunton City","40","Arthur R. Ware Elementary","Mathematics","SOL","86.83"
"2018-2019","126","Staunton City","70","Bessie Weller Elementary","Mathematics","SOL","80.23"
"2018-2019","126","Staunton City","30","Robert E. Lee High","Mathematics","SOL","79.18"
"2018-2019","126","Staunton City","110","Shelburne Middle","Mathematics","SOL","77.14"
"2018-2019","126","Staunton City","90","Thomas C. McSwain Elementary","Mathematics","SOL","89.95"
"2018-2019","127","Suffolk City","50","Booker T. Washington Elementary","Mathematics","SOL","66.10"
"2018-2019","127","Suffolk City","397","Colonel Fred Cherry Middle School","Mathematics","SOL","86.84"
"2018-2019","127","Suffolk City","440","Creekside Elementary","Mathematics","SOL","84.79"
"2018-2019","127","Suffolk City","210","Elephant's Fork Elementary","Mathematics","SOL","80.00"
"2018-2019","127","Suffolk City","90","Florence Bowser Elementary","Mathematics","SOL","87.76"
"2018-2019","127","Suffolk City","390","Forest Glen Middle","Mathematics","SOL","82.85"
"2018-2019","127","Suffolk City","450","Hillpoint Elementary","Mathematics","SOL","76.23"
"2018-2019","127","Suffolk City","370","John F. Kennedy Middle","Mathematics","SOL","72.56"
"2018-2019","127","Suffolk City","380","John Yeates Middle","Mathematics","SOL","92.03"
"2018-2019","127","Suffolk City","230","Kilby Shores Elementary","Mathematics","SOL","87.44"
"2018-2019","127","Suffolk City","395","King's Fork High","Mathematics","SOL","87.64"
"2018-2019","127","Suffolk City","393","King's Fork Middle","Mathematics","SOL","79.20"
"2018-2019","127","Suffolk City","300","Lakeland High","Mathematics","SOL","79.60"
"2018-2019","127","Suffolk City","330","Mack Benn Jr. Elementary","Mathematics","SOL","70.23"
"2018-2019","127","Suffolk City","220","Nansemond Parkway Elementary","Mathematics","SOL","82.22"
"2018-2019","127","Suffolk City","240","Nansemond River High","Mathematics","SOL","87.83"
"2018-2019","127","Suffolk City","391","Northern Shores Elementary","Mathematics","SOL","90.45"
"2018-2019","127","Suffolk City","70","Oakland Elementary","Mathematics","SOL","89.47"
"2018-2019","127","Suffolk City","47","Pioneer Elementary","Mathematics","SOL","87.11"
"2018-2019","90","Surry County","30","Luther P. Jackson Middle","Mathematics","SOL","85.78"
"2018-2019","90","Surry County","10","Surry County High","Mathematics","SOL","73.48"
"2018-2019","90","Surry County","20","Surry Elementary","Mathematics","SOL","79.44"
"2018-2019","91","Sussex County","483","Sussex Central Elementary","Mathematics","SOL","87.88"
"2018-2019","91","Sussex County","340","Sussex Central High","Mathematics","SOL","71.77"
"2018-2019","91","Sussex County","482","Sussex Central Middle","Mathematics","SOL","83.62"
"2018-2019","92","Tazewell County","1020","Abb's Valley-Boissevain Elementary","Mathematics","SOL","80.25"
"2018-2019","92","Tazewell County","830","Cedar Bluff Elementary","Mathematics","SOL","89.67"
"2018-2019","92","Tazewell County","940","Graham High","Mathematics","SOL","86.85"
"2018-2019","92","Tazewell County","960","Graham Intermediate","Mathematics","SOL","87.09"
"2018-2019","92","Tazewell County","10","Graham Middle","Mathematics","SOL","91.35"
"2018-2019","92","Tazewell County","450","North Tazewell Elementary","Mathematics","SOL","86.24"
"2018-2019","92","Tazewell County","822","Richlands Elementary","Mathematics","SOL","93.20"
"2018-2019","92","Tazewell County","821","Richlands High","Mathematics","SOL","94.76"
"2018-2019","92","Tazewell County","823","Richlands Middle","Mathematics","SOL","88.64"
"2018-2019","92","Tazewell County","1030","Tazewell Elementary","Mathematics","SOL","95.17"
"2018-2019","92","Tazewell County","890","Tazewell High","Mathematics","SOL","95.24"
"2018-2019","92","Tazewell County","100","Tazewell Middle","Mathematics","SOL","88.27"
"2018-2019","128","Virginia Beach City","590","Alanton Elementary","Mathematics","SOL","90.94"
"2018-2019","128","Virginia Beach City","550","Arrowhead Elementary","Mathematics","SOL","88.84"
"2018-2019","128","Virginia Beach City","115","Bayside 6th Grade Campus","Mathematics","SOL","84.48"
"2018-2019","128","Virginia Beach City","280","Bayside Elementary","Mathematics","SOL","80.89"
"2018-2019","128","Virginia Beach City","530","Bayside High","Mathematics","SOL","80.60"
"2018-2019","128","Virginia Beach City","700","Bayside Middle","Mathematics","SOL","83.61"
"2018-2019","128","Virginia Beach City","60","Birdneck Elementary","Mathematics","SOL","79.25"
"2018-2019","128","Virginia Beach City","790","Brandon Middle","Mathematics","SOL","83.22"
"2018-2019","128","Virginia Beach City","630","Brookwood Elementary","Mathematics","SOL","89.35"
"2018-2019","128","Virginia Beach City","40","Centerville Elementary","Mathematics","SOL","92.31"
"2018-2019","128","Virginia Beach City","990","Christopher Farms Elementary","Mathematics","SOL","89.26"
"2018-2019","128","Virginia Beach City","720","College Park Elementary","Mathematics","SOL","81.85"
"2018-2019","128","Virginia Beach City","1041","Corporate Landing Elementary","Mathematics","SOL","88.08"
"2018-2019","128","Virginia Beach City","980","Corporate Landing Middle","Mathematics","SOL","84.29"
"2018-2019","128","Virginia Beach City","230","Creeds Elementary","Mathematics","SOL","90.59"
"2018-2019","128","Virginia Beach City","780","Fairfield Elementary","Mathematics","SOL","91.00"
"2018-2019","128","Virginia Beach City","610","First Colonial High","Mathematics","SOL","93.66"
"2018-2019","128","Virginia Beach City","440","Floyd Kellam High","Mathematics","SOL","87.54"
"2018-2019","128","Virginia Beach City","30","Frank W. Cox High","Mathematics","SOL","94.10"
"2018-2019","128","Virginia Beach City","870","Glenwood Elementary","Mathematics","SOL","92.22"
"2018-2019","128","Virginia Beach City","430","Great Neck Middle","Mathematics","SOL","93.93"
"2018-2019","128","Virginia Beach City","1050","Green Run Collegiate","Mathematics","SOL","92.86"
"2018-2019","128","Virginia Beach City","770","Green Run Elementary","Mathematics","SOL","87.91"
"2018-2019","128","Virginia Beach City","10","Green Run High","Mathematics","SOL","90.63"
"2018-2019","128","Virginia Beach City","540","Hermitage Elementary","Mathematics","SOL","89.27"
"2018-2019","128","Virginia Beach City","600","Holland Elementary","Mathematics","SOL","96.24"
"2018-2019","128","Virginia Beach City","740","Independence Middle","Mathematics","SOL","85.89"
"2018-2019","128","Virginia Beach City","800","Indian Lakes Elementary","Mathematics","SOL","85.71"
"2018-2019","128","Virginia Beach City","360","John B. Dey Elementary","Mathematics","SOL","94.36"
"2018-2019","128","Virginia Beach City","450","Kempsville Elementary","Mathematics","SOL","92.05"
"2018-2019","128","Virginia Beach City","620","Kempsville High","Mathematics","SOL","89.70"
"2018-2019","128","Virginia Beach City","410","Kempsville Meadows Elementary","Mathematics","SOL","89.69"
"2018-2019","128","Virginia Beach City","690","Kempsville Middle","Mathematics","SOL","82.42"
"2018-2019","128","Virginia Beach City","420","King's Grant Elementary","Mathematics","SOL","82.67"
"2018-2019","128","Virginia Beach City","580","Kingston Elementary","Mathematics","SOL","97.74"
"2018-2019","128","Virginia Beach City","932","Landstown Elementary","Mathematics","SOL","86.77"
"2018-2019","128","Virginia Beach City","1030","Landstown High","Mathematics","SOL","86.48"
"2018-2019","128","Virginia Beach City","931","Landstown Middle","Mathematics","SOL","85.53"
"2018-2019","128","Virginia Beach City","970","Larkspur Middle","Mathematics","SOL","80.22"
"2018-2019","128","Virginia Beach City","330","Linkhorn Park Elementary","Mathematics","SOL","90.61"
"2018-2019","128","Virginia Beach City","460","Luxford Elementary","Mathematics","SOL","84.87"
